TIME,STRATEGY NAME,TRADE NO,STOCK,PRICE,QUANTITY,TYPE,SL,TARGET,STATUS,EXIT PRICE,PL
09:15:05,SECONDARY GAP UP OPEN HIGH SHORT,1,LT,877.25,1,sell,881.70,859.80,STOPLOSS TRIGGERED,881.70,-4.45,260
09:15:06,SECONDARY GAP UP OPEN HIGH SHORT,2,ESCORTS,815.10,3,sell,819.25,798.85,STOPLOSS TRIGGERED,819.25,-12.45,261
09:15:07,SECONDARY GAP UP OPEN HIGH SHORT,3,INFY,661.95,3,sell,665.35,648.80,TARGET TRIGGERED,648.80,39.45,262
09:15:08,SECONDARY GAP UP OPEN HIGH SHORT,4,CIPLA,571.35,3,sell,574.25,559.95,STOPLOSS TRIGGERED,574.25,-8.70,263
09:15:09,SECONDARY GAP UP OPEN HIGH SHORT,5,BHARTIARTL,541.50,5,sell,544.30,530.75,STOPLOSS TRIGGERED,544.30,-14.00,264
09:15:10,SECONDARY GAP UP OPEN HIGH SHORT,6,INDUSINDBK,425.95,1,sell,428.15,417.50,TARGET TRIGGERED,417.50,8.45,265
09:15:10,SECONDARY GAP UP OPEN HIGH SHORT,7,GLENMARK,349.95,3,sell,351.75,343.00,STOPLOSS TRIGGERED,351.75,-5.40,266
09:15:11,SECONDARY GAP UP OPEN HIGH SHORT,8,CADILAHC,339.50,4,sell,341.25,332.80,STOPLOSS TRIGGERED,341.25,-7.00,267
09:15:12,SECONDARY GAP UP OPEN HIGH SHORT,9,ICICIBANK,326.30,3,sell,328.00,319.85,TARGET TRIGGERED,319.85,19.35,269
09:15:13,SECONDARY GAP UP OPEN HIGH SHORT,10,MARICO,319.95,7,sell,321.60,313.60,STOPLOSS TRIGGERED,321.60,-11.55,271
09:15:16,SECONDARY GAP UP OPEN HIGH SHORT,11,BPCL,312.00,5,sell,313.65,305.85,STOPLOSS TRIGGERED,313.65,-8.25,273
09:15:17,SECONDARY GAP UP OPEN HIGH SHORT,12,TATASTEEL,270.40,3,sell,271.85,265.05,STOPLOSS TRIGGERED,271.85,-4.35,275
09:15:24,SECONDARY GAP UP OPEN HIGH SHORT,13,BANDHANBNK,252.40,3,sell,253.75,247.45,STOPLOSS TRIGGERED,253.75,-4.05,277
09:15:25,SECONDARY GAP UP OPEN HIGH SHORT,14,CHOLAFIN,149.15,6,sell,149.95,146.25,STOPLOSS TRIGGERED,149.95,-4.80,279
09:15:26,SECONDARY GAP UP OPEN HIGH SHORT,15,COALINDIA,129.25,6,sell,129.95,126.75,STOPLOSS TRIGGERED,129.95,-4.20,
09:15:27,SECONDARY GAP UP OPEN HIGH SHORT,16,MANAPPURAM,127.55,15,sell,128.25,125.05,STOPLOSS TRIGGERED,128.25,-10.50,
09:15:28,SECONDARY GAP UP OPEN HIGH SHORT,17,HINDALCO,117.85,9,sell,118.50,115.55,STOPLOSS TRIGGERED,118.50,-5.85,
09:15:32,SECONDARY GAP UP OPEN HIGH SHORT,18,CADILAHC,341.15,4,sell,342.95,334.40,TARGET TRIGGERED,334.40,27.00,
09:19:29,SECONDARY GAP UP OPEN HIGH SHORT,18,UBL,932.60,2,sell,937.35,914.00,STOPLOSS TRIGGERED,937.35,-9.50,290
09:19:30,SECONDARY GAP UP OPEN HIGH SHORT,19,PVR,873.70,1,sell,878.15,856.30,TARGET TRIGGERED,856.30,17.40,291
09:19:30,SECONDARY GAP UP OPEN HIGH SHORT,20,CESC,593.25,2,sell,596.30,581.45,STOPLOSS TRIGGERED,596.30,-6.10,292
09:19:31,SECONDARY GAP UP OPEN HIGH SHORT,21,TECHM,517.60,3,sell,520.25,507.30,AUTO SQUARED OFF,510.00,22.80,293
09:19:32,SECONDARY GAP UP OPEN HIGH SHORT,22,BERGEPAINT,452.25,6,sell,454.60,443.30,STOPLOSS TRIGGERED,454.60,-14.10,294
09:19:33,SECONDARY GAP UP OPEN HIGH SHORT,23,UPL,385.40,2,sell,387.40,377.75,STOPLOSS TRIGGERED,387.40,-4.00,295
09:19:37,SECONDARY GAP UP OPEN HIGH SHORT,24,TORNTPOWER,303.50,8,sell,305.10,297.50,TARGET TRIGGERED,297.50,48.00,296
09:19:38,SECONDARY GAP UP OPEN HIGH SHORT,25,CENTURYTEX,271.85,2,sell,273.30,266.50,STOPLOSS TRIGGERED,273.30,-2.90,297
09:19:39,SECONDARY GAP UP OPEN HIGH SHORT,26,LICHSGFIN,259.95,3,sell,261.30,254.80,STOPLOSS TRIGGERED,261.30,-4.05,298
09:19:40,SECONDARY GAP UP OPEN HIGH SHORT,27,JSWSTEEL,174.95,5,sell,175.90,171.50,STOPLOSS TRIGGERED,175.90,-4.75,299
09:19:54,SECONDARY GAP UP OPEN HIGH SHORT,28,MANAPPURAM,128.15,15,sell,128.85,125.65,STOPLOSS TRIGGERED,128.85,-10.50,300
09:24:25,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,28,PVR,854.45,1,sell,890.00,837.45,TARGET TRIGGERED,837.45,17.00,301
09:25:53,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,29,CESC,596.35,2,sell,598.90,584.45,TARGET TRIGGERED,584.45,23.80,302
09:27:35,SECONDARY GAP UP OPEN HIGH SHORT,30,JSWSTEEL,175.85,5,sell,176.80,172.40,STOPLOSS TRIGGERED,176.80,-4.75,303
09:30:09,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,31,UPL,387.45,2,sell,393.70,379.75,TARGET TRIGGERED,379.75,15.40,304
09:30:33,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,32,JSWSTEEL,176.80,5,sell,176.90,173.35,STOPLOSS TRIGGERED,176.90,-0.50,305
09:30:34,SECONDARY GAP UP OPEN HIGH SHORT,33,CENTURYTEX,273.25,2,sell,274.70,267.85,STOPLOSS TRIGGERED,274.70,-2.90,306
09:30:40,SECONDARY GAP UP OPEN HIGH SHORT,34,JSWSTEEL,176.90,5,sell,177.85,173.45,STOPLOSS TRIGGERED,177.85,-4.75,307
09:31:07,SECONDARY GAP UP OPEN HIGH SHORT,35,LICHSGFIN,261.25,3,sell,262.65,256.10,TARGET TRIGGERED,256.10,15.45,308
09:33:04,SECONDARY GAP UP OPEN HIGH SHORT,35,LT,882.25,1,sell,886.75,864.70,TARGET TRIGGERED,864.70,17.55,309
09:33:47,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,36,CENTURYTEX,275.00,2,sell,275.80,269.55,STOPLOSS TRIGGERED,275.80,-1.60,310
09:34:12,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,37,CENTURYTEX,275.75,2,sell,275.80,270.30,STOPLOSS TRIGGERED,275.80,-0.10,311
09:34:13,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,38,CENTURYTEX,275.85,2,sell,275.80,270.40,STOPLOSS TRIGGERED,275.80,0.10,312
09:34:46,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,39,BERGEPAINT,454.60,6,sell,460.00,445.60,AUTO SQUARED OFF,452.00,15.60,313
09:44:07,BULLISH ENGULFING PATTERN,40,BEL,66.45,15,buy,65.10,68.40,TARGET TRIGGERED,68.40,29.25,314
09:44:25,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,41,MANAPPURAM,128.60,15,sell,129.00,126.10,STOPLOSS TRIGGERED,129.00,-6.00,315
09:44:28,SECONDARY GAP UP OPEN HIGH SHORT,42,MANAPPURAM,129.45,15,sell,130.15,126.95,STOPLOSS TRIGGERED,130.15,-10.50,316
10:02:02,MADISON SELL,43,BALKRISIND,964.95,2,sell,981.00,936.05,AUTO SQUARED OFF,945.25,39.40,317
10:02:03,MADISON SELL,44,ESCORTS,811.95,3,sell,822.35,787.65,STOPLOSS TRIGGERED,822.35,-31.20,318
10:02:04,MADISON SELL,45,RAMCOCEM,555.60,2,sell,564.40,538.95,STOPLOSS TRIGGERED,564.40,-17.60,319
10:02:04,MADISON SELL,46,GRASIM,513.10,2,sell,517.50,497.80,STOPLOSS TRIGGERED,517.50,-8.80,320
10:02:05,MADISON SELL,47,SUNTV,386.60,3,sell,392.00,375.10,AUTO SQUARED OFF,386.50,0.30,321
10:02:06,MADISON SELL,48,TATACHEM,297.75,2,sell,300.80,288.90,TARGET TRIGGERED,288.90,17.70,322
10:02:10,MADISON SELL,49,TATASTEEL,271.40,3,sell,274.95,263.35,STOPLOSS TRIGGERED,274.95,-10.65,323
10:02:11,MADISON SELL,50,HINDALCO,118.45,9,sell,119.90,114.95,STOPLOSS TRIGGERED,119.90,-13.05,324
10:02:12,MADISON SELL,51,MARICO,316.45,7,sell,322.00,307.05,AUTO SQUARED OFF,316.95,-3.50,325
10:02:13,MADISON SELL,52,RECLTD,100.20,15,sell,102.35,97.25,AUTO SQUARED OFF,97.90,34.50,326
10:03:11,MADISON SELL,53,ADANIENT,141.90,10,sell,143.05,137.70,STOPLOSS TRIGGERED,143.05,-11.50,327
10:09:08,MADISON SELL,54,MANAPPURAM,128.85,15,sell,131.90,125.05,TARGET TRIGGERED,125.05,57.00,328
10:29:10,SECONDARY GAP UP OPEN HIGH SHORT,55,INFY,648.70,3,sell,652.00,635.80,STOPLOSS TRIGGERED,652.00,-9.90,329
10:31:09,MADISON SELL,56,CIPLA,579.20,3,sell,583.70,561.85,STOPLOSS TRIGGERED,583.70,-13.50,330
10:31:30,SECONDARY GAP UP OPEN HIGH SHORT,57,CESC,584.00,2,sell,587.00,572.40,TARGET TRIGGERED,572.40,23.20,331
10:32:10,MADISON SELL,58,BPCL,318.70,5,sell,321.95,309.20,STOPLOSS TRIGGERED,321.95,-16.25,332
10:33:08,MADISON SELL,59,HINDPETRO,192.65,5,sell,194.50,186.95,STOPLOSS TRIGGERED,194.50,-9.25,333
10:39:36,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,60,LICHSGFIN,255.95,3,sell,263.00,250.90,TARGET TRIGGERED,250.90,15.15,334
10:42:53,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,61,CESC,572.75,2,sell,598.90,561.35,AUTO SQUARED OFF,580.95,-16.40,335
10:59:09,MADISON SELL,62,JSWSTEEL,177.85,5,sell,179.40,172.60,AUTO SQUARED OFF,174.20,18.25,336
11:01:07,MADISON SELL,63,CIPLA,578.70,3,sell,585.00,561.35,AUTO SQUARED OFF,570.25,25.35,337
11:08:42,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,64,TORNTPOWER,297.30,8,sell,305.95,291.45,AUTO SQUARED OFF,305.75,-67.60,338
11:28:58,MADISON SELL,64,AMARAJABAT,564.95,2,sell,569.75,548.05,STOPLOSS TRIGGERED,569.75,-9.60,339
12:01:33,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,64,INFY,650.75,3,sell,664.80,641.05,AUTO SQUARED OFF,652.65,-5.70,340
12:03:18,SECONDARY GAP UP OPEN HIGH SHORT,65,LICHSGFIN,250.60,3,sell,251.95,245.65,STOPLOSS TRIGGERED,251.95,-4.05,341
12:08:57,SECONDARY GAP UP OPEN HIGH SHORT,66,LICHSGFIN,251.90,3,sell,253.25,246.95,STOPLOSS TRIGGERED,253.25,-4.05,342
13:01:07,MADISON SELL,67,ADANIENT,141.60,10,sell,143.70,137.45,AUTO SQUARED OFF,140.30,13.00,343
13:01:08,MADISON SELL,68,DLF,138.75,7,sell,140.50,134.65,AUTO SQUARED OFF,138.70,0.35,344
13:01:09,MADISON SELL,69,COALINDIA,129.80,6,sell,130.65,126.00,STOPLOSS TRIGGERED,130.65,-5.10,345
13:05:09,MADISON SELL,70,AMARAJABAT,566.95,2,sell,571.00,550.00,STOPLOSS TRIGGERED,571.00,-8.10,346
13:21:28,MADISON SELL,70,BHARTIARTL,550.25,5,sell,553.45,533.80,STOPLOSS TRIGGERED,553.45,-16.00,347
13:31:30,SECONDARY GAP UP OPEN HIGH SHORT,71,PVR,836.90,1,sell,841.15,820.25,STOPLOSS TRIGGERED,841.15,-4.25,349
13:32:18,MADISON SELL,72,ESCORTS,829.25,3,sell,835.65,804.45,AUTO SQUARED OFF,823.70,16.65,350
13:44:13,MADISON SELL,73,VOLTAS,458.75,3,sell,461.70,445.05,AUTO SQUARED OFF,461.50,-8.25,353
13:47:08,MADISON SELL,74,AMARAJABAT,570.60,2,sell,572.60,553.50,STOPLOSS TRIGGERED,572.60,-4.00,354
13:47:09,MADISON SELL,75,TATASTEEL,274.90,3,sell,276.80,266.75,AUTO SQUARED OFF,273.50,4.20,355
13:47:10,MADISON SELL,76,HINDALCO,119.60,9,sell,120.35,116.10,STOPLOSS TRIGGERED,120.35,-6.75,356
13:52:22,MADISON SELL,77,HINDPETRO,192.75,5,sell,194.60,187.05,AUTO SQUARED OFF,188.70,20.25,357
14:03:07,MADISON SELL,78,BHARTIARTL,551.45,5,sell,554.40,535.00,STOPLOSS TRIGGERED,554.40,-14.75,359
14:10:13,SECONDARY GAP UP OPEN HIGH SHORT,79,PVR,842.75,1,sell,847.05,825.95,STOPLOSS TRIGGERED,847.05,-4.30,361
14:10:40,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,80,PVR,847.35,1,sell,890.00,834.70,AUTO SQUARED OFF,852.95,-5.60,363
14:17:10,MADISON SELL,81,BIOCON,333.95,5,sell,338.65,324.00,AUTO SQUARED OFF,327.85,30.50,365
14:32:09,MADISON SELL,81,ICICIPRULI,385.55,4,sell,388.60,374.05,AUTO SQUARED OFF,384.75,3.20,376
14:33:07,MADISON SELL,82,MINDTREE,851.15,2,sell,858.75,825.70,AUTO SQUARED OFF,847.30,7.70,377
14:33:08,MADISON SELL,83,BHARATFORG,278.45,3,sell,280.75,270.15,AUTO SQUARED OFF,278.40,0.15,378
14:33:09,MADISON SELL,84,ITC,164.20,6,sell,165.15,159.35,STOPLOSS TRIGGERED,165.15,-5.70,379
14:34:07,MADISON SELL,85,HINDALCO,119.80,9,sell,120.90,116.30,AUTO SQUARED OFF,119.15,5.85,380
14:35:08,MADISON SELL,86,PEL,897.95,1,sell,905.50,871.10,AUTO SQUARED OFF,886.00,11.95,381
14:54:24,SECONDARY GAP UP OPEN HIGH SHORT,87,UPL,379.30,2,sell,381.25,371.80,AUTO SQUARED OFF,378.10,2.40,385